code,pubDate,statDate,CAToAsset,NCAToAsset,tangibleAssetToAsset,ebitToInterest,CFOToOR,CFOToNP,CFOToGr
sz.002837,2026-04-21,2026-03-31,0.780719,0.219281,0.395006,0.473761,-0.328728,-27.283545,-0.328728
