code,pubDate,statDate,dupontROE,dupontAssetStoEquity,dupontAssetTurn,dupontPnitoni,dupontNitogr,dupontTaxBurden,dupontIntburden,dupontEbittogr
sz.002837,2026-04-21,2026-03-31,0.002507,2.245269,0.151567,0.611367,0.012049,2.054331,0.725192,0.008087
