ts_code,symbol,name,area,industry,fullname,enname,cnspell,market,exchange,curr_type,list_status,list_date,delist_date,is_hs,act_name,act_ent_type
002837.SZ,002837,英维克,深圳,专用机械,深圳市英维克科技股份有限公司,"Shenzhen Envicool Technology Co.,Ltd.",YWK,主板,SZSE,CNY,L,20161229,,S,齐勇,自然人
