ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
300602.SZ,20260710,45.82,6.9334,9.198,0.89,73.7076,69.9482,6.4751,4.1171,3.8447,0.082,0.1299,58644.3631,40117.9301,30240.8221,2687084.5752,1838203.5526
300602.SZ,20260709,46.87,6.641,8.81,0.83,75.3966,71.5511,6.6235,4.2114,3.9328,0.0802,0.127,58644.3631,40117.9301,30240.8221,2748661.1532,1880327.3791
300602.SZ,20260708,44.17,6.7176,8.9117,0.81,71.0533,67.4293,6.2419,3.9688,3.7062,0.0851,0.1348,58644.3631,40117.9301,30240.8221,2590321.3812,1772008.9681
300602.SZ,20260707,46.73,7.3785,9.7884,0.9,75.1714,71.3374,6.6037,4.1988,3.921,0.0804,0.1274,58644.3631,40117.9301,30240.8221,2740450.9428,1874710.8689
300602.SZ,20260706,49.47,11.6498,15.4548,1.53,79.5791,75.5203,6.9909,4.445,4.1509,0.076,0.1203,58644.3631,40117.9301,30240.8221,2901136.4892,1984633.9971
300602.SZ,20260703,46.45,6.8459,9.0836,0.82,74.1374,70.3562,6.5128,4.1411,3.8671,0.0815,0.1292,58186.3431,39540.3873,29799.9021,2702755.9575,1836651.1155
300602.SZ,20260702,46.58,7.5465,10.0593,0.88,74.3449,70.5531,6.5311,4.1527,3.8779,0.0813,0.1288,58186.3431,39540.3873,29663.2793,2710320.183,1841791.3662
300602.SZ,20260701,48.28,8.1696,10.8899,0.98,77.0582,73.128,6.7694,4.3042,4.0194,0.0785,0.1243,58186.3431,39540.3873,29663.2793,2809236.978,1909010.0292
