metric_name,period,report_type,stock_code,value,yoy
财务费用,2025-03-31,lrb,002837,-261887.240000,-1.04357
利息收入,2025-03-31,lrb,002837,2909401.230000,0.52538
利息费用,2025-03-31,lrb,002837,2919130.080000,-0.40014
投资收益,2025-03-31,lrb,002837,214831.730000,0.84273
公允价值变动收益,2025-03-31,lrb,002837,0.000000,-1
其他收益,2025-03-31,lrb,002837,13253228.400000,-0.21822
资产减值损失,2025-03-31,lrb,002837,-3668963.040000,-0.56698
信用减值损失,2025-03-31,lrb,002837,-7526922.800000,-0.48889
资产处置收益,2025-03-31,lrb,002837,-9088.500000,-1.23235
营业利润,2025-03-31,lrb,002837,54908431.710000,-0.13881
营业外收入,2025-03-31,lrb,002837,2006858.360000,-0.18013
营业外支出,2025-03-31,lrb,002837,785701.320000,1.91027
利润总额,2025-03-31,lrb,002837,56129588.750000,-0.14873
所得税费用,2025-03-31,lrb,002837,1747642.180000,-0.59972
净利润,2025-03-31,lrb,002837,54381946.570000,-0.11675
持续经营净利润,2025-03-31,lrb,002837,54381946.570000,-0.11675
归属于母公司所有者的净利润,2025-03-31,lrb,002837,48010475.410000,-0.22533
少数股东损益,2025-03-31,lrb,002837,6371471.160000,16.74505
其他综合收益,2025-03-31,lrb,002837,-152819.440000,-1.32813
归属于母公司所有者的其他综合收益,2025-03-31,lrb,002837,-152819.440000,-1.32813
（二）以后将重分类进损益的其他综合收益,2025-03-31,lrb,002837,-152819.440000,-1.32813
外币财务报表折算差额,2025-03-31,lrb,002837,-152819.440000,-1.32813
综合收益总额,2025-03-31,lrb,002837,54229127.130000,-0.12585
归属于母公司所有者的综合收益总额,2025-03-31,lrb,002837,47857655.970000,-0.23355
归属于少数股东的综合收益总额,2025-03-31,lrb,002837,6371471.160000,16.74505
基本每股收益,2025-03-31,lrb,002837,0.050000,-0.375
稀释每股收益,2025-03-31,lrb,002837,0.050000,-0.375
营业总收入,2024-12-31,lrb,002837,4588819487.270000,0.30037
营业收入,2024-12-31,lrb,002837,4588819487.270000,0.30037
营业总成本,2024-12-31,lrb,002837,4050379533.850000,0.30783
营业成本,2024-12-31,lrb,002837,3269640960.520000,0.31897
营业税金及附加,2024-12-31,lrb,002837,27104696.890000,0.31768
研发费用,2024-12-31,lrb,002837,349736935.270000,0.32976
销售费用,2024-12-31,lrb,002837,206743443.690000,0.18662
管理费用,2024-12-31,lrb,002837,198002296.590000,0.28753
财务费用,2024-12-31,lrb,002837,-848799.110000,-1.13074
利息收入,2024-12-31,lrb,002837,12093930.660000,0.79318
利息费用,2024-12-31,lrb,002837,21706011.770000,0.01278
投资收益,2024-12-31,lrb,002837,477353.390000,-0.81531
对联营企业和合营企业的投资收益,2024-12-31,lrb,002837,0.000000,
公允价值变动收益,2024-12-31,lrb,002837,213333.330000,0.11304
其他收益,2024-12-31,lrb,002837,64729324.940000,0.14591
资产减值损失,2024-12-31,lrb,002837,-53731669.220000,0.33872
信用减值损失,2024-12-31,lrb,002837,-48686787.400000,-2.25434
资产处置收益,2024-12-31,lrb,002837,1992304.360000,0.73457
营业利润,2024-12-31,lrb,002837,503433812.820000,0.2712
营业外收入,2024-12-31,lrb,002837,10181728.620000,0.24406
营业外支出,2024-12-31,lrb,002837,2696096.840000,-0.01638
利润总额,2024-12-31,lrb,002837,510919444.600000,0.27261
所得税费用,2024-12-31,lrb,002837,56799157.800000,0.07727
净利润,2024-12-31,lrb,002837,454120286.800000,0.30214
持续经营净利润,2024-12-31,lrb,002837,454120286.800000,0.30214
归属于母公司所有者的净利润,2024-12-31,lrb,002837,452664369.420000,0.31586
少数股东损益,2024-12-31,lrb,002837,1455917.380000,-0.693
其他综合收益,2024-12-31,lrb,002837,872165.520000,0.9357
归属于母公司所有者的其他综合收益,2024-12-31,lrb,002837,872165.520000,0.9357
（二）以后将重分类进损益的其他综合收益,2024-12-31,lrb,002837,872165.520000,0.9357
外币财务报表折算差额,2024-12-31,lrb,002837,872165.520000,0.9357
综合收益总额,2024-12-31,lrb,002837,454992452.320000,0.30296
归属于母公司所有者的综合收益总额,2024-12-31,lrb,002837,453536534.940000,0.31667
归属于少数股东的综合收益总额,2024-12-31,lrb,002837,1455917.380000,-0.693
基本每股收益,2024-12-31,lrb,002837,0.470000,0
稀释每股收益,2024-12-31,lrb,002837,0.470000,0
营业总收入,2024-09-30,lrb,002837,2871742557.750000,0.38605
营业收入,2024-09-30,lrb,002837,2871742557.750000,0.38605
营业总成本,2024-09-30,lrb,002837,2518205367.710000,0.35141
营业成本,2024-09-30,lrb,002837,2034210395.250000,0.45736
营业税金及附加,2024-09-30,lrb,002837,15514197.000000,0.04108
研发费用,2024-09-30,lrb,002837,226468614.320000,0.32462
销售费用,2024-09-30,lrb,002837,114915224.160000,-0.35721
管理费用,2024-09-30,lrb,002837,126261034.230000,0.24518
财务费用,2024-09-30,lrb,002837,835902.750000,-0.45169
利息收入,2024-09-30,lrb,002837,9074466.650000,0.79646
利息费用,2024-09-30,lrb,002837,16747976.160000,0.14123
投资收益,2024-09-30,lrb,002837,267277.770000,-0.51282
公允价值变动收益,2024-09-30,lrb,002837,60000.000000,-0.96711
其他收益,2024-09-30,lrb,002837,44840850.110000,0.32344
资产减值损失,2024-09-30,lrb,002837,-7166099.290000,-0.76034
信用减值损失,2024-09-30,lrb,002837,-3311696.890000,0.49717
资产处置收益,2024-09-30,lrb,002837,615785.350000,41.43983
营业利润,2024-09-30,lrb,002837,388843307.090000,0.66114
营业外收入,2024-09-30,lrb,002837,6462356.740000,0.05781
营业外支出,2024-09-30,lrb,002837,1519771.620000,-0.31923
利润总额,2024-09-30,lrb,002837,393785892.210000,0.65485
所得税费用,2024-09-30,lrb,002837,41930486.200000,0.80902
净利润,2024-09-30,lrb,002837,351855406.010000,0.63821
持续经营净利润,2024-09-30,lrb,002837,351855406.010000,0.63821
归属于母公司所有者的净利润,2024-09-30,lrb,002837,352755913.700000,0.67791
少数股东损益,2024-09-30,lrb,002837,-900507.690000,-1.19813
其他综合收益,2024-09-30,lrb,002837,-114841.930000,-1.11158
归属于母公司所有者的其他综合收益,2024-09-30,lrb,002837,-114841.930000,-1.11158
（二）以后将重分类进损益的其他综合收益,2024-09-30,lrb,002837,-114841.930000,-1.11158
外币财务报表折算差额,2024-09-30,lrb,002837,-114841.930000,-1.11158
综合收益总额,2024-09-30,lrb,002837,351740564.080000,0.62987
归属于母公司所有者的综合收益总额,2024-09-30,lrb,002837,352641071.770000,0.6692
归属于少数股东的综合收益总额,2024-09-30,lrb,002837,-900507.690000,-1.19813
基本每股收益,2024-09-30,lrb,002837,0.370000,0.27586
稀释每股收益,2024-09-30,lrb,002837,0.370000,0.32143
营业总收入,2024-06-30,lrb,002837,1712557931.470000,0.38236
营业收入,2024-06-30,lrb,002837,1712557931.470000,0.38236
营业总成本,2024-06-30,lrb,002837,1536426113.250000,0.34545
营业成本,2024-06-30,lrb,002837,1224941171.290000,0.45486
营业税金及附加,2024-06-30,lrb,002837,9942829.420000,0.01839
研发费用,2024-06-30,lrb,002837,143255035.470000,0.29649
销售费用,2024-06-30,lrb,002837,73518922.870000,-0.34349
管理费用,2024-06-30,lrb,002837,78334873.530000,0.15358
财务费用,2024-06-30,lrb,002837,6433280.670000,39.20369
利息收入,2024-06-30,lrb,002837,4940653.730000,0.32214
利息费用,2024-06-30,lrb,002837,11510613.890000,-0.01979
投资收益,2024-06-30,lrb,002837,267277.770000,-0.21238
公允价值变动收益,2024-06-30,lrb,002837,0.000000,-1
其他收益,2024-06-30,lrb,002837,29016957.060000,0.54789
资产减值损失,2024-06-30,lrb,002837,-4758628.630000,-0.03589
信用减值损失,2024-06-30,lrb,002837,-2212539.830000,0.81256
资产处置收益,2024-06-30,lrb,002837,613137.560000,77.35472
营业利润,2024-06-30,lrb,002837,199058022.150000,0.96854
营业外收入,2024-06-30,lrb,002837,4498014.820000,-0.02483
营业外支出,2024-06-30,lrb,002837,1019899.800000,-0.31197
利润总额,2024-06-30,lrb,002837,202536137.170000,0.9428
所得税费用,2024-06-30,lrb,002837,19261177.910000,0.84977
净利润,2024-06-30,lrb,002837,183274959.260000,0.95312
持续经营净利润,2024-06-30,lrb,002837,183274959.260000,0.95312
归属于母公司所有者的净利润,2024-06-30,lrb,002837,183466097.220000,0.99628
少数股东损益,2024-06-30,lrb,002837,-191137.960000,-1.09888
其他综合收益,2024-06-30,lrb,002837,293316.350000,-0.78225
归属于母公司所有者的其他综合收益,2024-06-30,lrb,002837,293316.350000,-0.78225
（二）以后将重分类进损益的其他综合收益,2024-06-30,lrb,002837,293316.350000,-0.78225
外币财务报表折算差额,2024-06-30,lrb,002837,293316.350000,-0.78225
综合收益总额,2024-06-30,lrb,002837,183568275.610000,0.92856
归属于母公司所有者的综合收益总额,2024-06-30,lrb,002837,183759413.570000,0.97059
归属于少数股东的综合收益总额,2024-06-30,lrb,002837,-191137.960000,-1.09888
基本每股收益,2024-06-30,lrb,002837,0.190000,0.46154
稀释每股收益,2024-06-30,lrb,002837,0.190000,0.58333
销售商品、提供劳务收到的现金,2026-03-31,llb,002837,1158888557.080000,0.03369
收到的税费返还,2026-03-31,llb,002837,669640.870000,-0.85516
收到的其他与经营活动有关的现金,2026-03-31,llb,002837,24860428.090000,0.12808
经营活动现金流入小计,2026-03-31,llb,002837,1184418626.040000,0.03192
购买商品、接受劳务支付的现金,2026-03-31,llb,002837,1114907203.130000,0.19286
支付给职工以及为职工支付的现金,2026-03-31,llb,002837,312942013.090000,0.22072
支付的各项税费,2026-03-31,llb,002837,68303727.940000,0.07621
支付的其他与经营活动有关的现金,2026-03-31,llb,002837,74629650.590000,0.16472
经营活动现金流出小计,2026-03-31,llb,002837,1570782594.750000,0.1913
经营活动产生的现金流量净额,2026-03-31,llb,002837,-386363968.710000,-1.26246
取得投资收益收到的现金,2026-03-31,llb,002837,0.000000,-1
处置固定资产、无形资产和其他长期资产所收回的现金净额,2026-03-31,llb,002837,12500.000000,
收到的其他与投资活动有关的现金,2026-03-31,llb,002837,0.000000,-1
投资活动现金流入小计,2026-03-31,llb,002837,12500.000000,-0.99986
购建固定资产、无形资产和其他长期资产所支付的现金,2026-03-31,llb,002837,125825541.360000,0.91738
支付的其他与投资活动有关的现金,2026-03-31,llb,002837,32152444.440000,-0.46413
投资活动现金流出小计,2026-03-31,llb,002837,157977985.800000,0.25755
投资活动产生的现金流量净额,2026-03-31,llb,002837,-157965485.800000,-3.48823
吸收投资收到的现金,2026-03-31,llb,002837,2173366.850000,-0.35041
取得借款收到的现金,2026-03-31,llb,002837,506934821.500000,0.35925
收到其他与筹资活动有关的现金,2026-03-31,llb,002837,10129646.040000,-0.68233
筹资活动现金流入小计,2026-03-31,llb,002837,519237834.390000,0.27207
偿还债务支付的现金,2026-03-31,llb,002837,272453136.760000,1.59479
分配股利、利润或偿付利息所支付的现金,2026-03-31,llb,002837,7370226.570000,0.80057
支付其他与筹资活动有关的现金,2026-03-31,llb,002837,24394544.300000,-0.30007
筹资活动现金流出小计,2026-03-31,llb,002837,304217907.630000,1.11341
筹资活动产生的现金流量净额,2026-03-31,llb,002837,215019926.760000,-0.18626
汇率变动对现金及现金等价物的影响,2026-03-31,llb,002837,-11880657.990000,0.24742
现金及现金等价物净增加额,2026-03-31,llb,002837,-341190185.740000,-9.03104
期初现金及现金等价物余额,2026-03-31,llb,002837,1122240910.720000,1.01983
期末现金及现金等价物余额,2026-03-31,llb,002837,781050724.980000,0.3059
销售商品、提供劳务收到的现金,2025-12-31,llb,002837,5089358063.610000,0.30096
收到的税费返还,2025-12-31,llb,002837,29292750.400000,0.25023
收到的其他与经营活动有关的现金,2025-12-31,llb,002837,116210386.360000,0.32695
经营活动现金流入小计,2025-12-31,llb,002837,5234861200.370000,0.30123
购买商品、接受劳务支付的现金,2025-12-31,llb,002837,3688482094.790000,0.36714
支付给职工以及为职工支付的现金,2025-12-31,llb,002837,891206501.890000,0.31179
支付的各项税费,2025-12-31,llb,002837,210208142.970000,0.20753
支付的其他与经营活动有关的现金,2025-12-31,llb,002837,287691238.360000,0.05865
经营活动现金流出小计,2025-12-31,llb,002837,5077587978.010000,0.32811
经营活动产生的现金流量净额,2025-12-31,llb,002837,157273222.360000,-0.21298
取得投资收益收到的现金,2025-12-31,llb,002837,428165.060000,-0.36001
处置固定资产、无形资产和其他长期资产所收回的现金净额,2025-12-31,llb,002837,18000.000000,-0.90164
收到的其他与投资活动有关的现金,2025-12-31,llb,002837,90000000.000000,-0.67273
投资活动现金流入小计,2025-12-31,llb,002837,90446165.060000,-0.67212
购建固定资产、无形资产和其他长期资产所支付的现金,2025-12-31,llb,002837,303000207.710000,-0.14238
支付的其他与投资活动有关的现金,2025-12-31,llb,002837,90152000.010000,-0.64646
投资活动现金流出小计,2025-12-31,llb,002837,393152207.720000,-0.35369
投资活动产生的现金流量净额,2025-12-31,llb,002837,-302706042.660000,0.08947
吸收投资收到的现金,2025-12-31,llb,002837,68569717.010000,0.54471
取得借款收到的现金,2025-12-31,llb,002837,1150038377.130000,0.57724
收到其他与筹资活动有关的现金,2025-12-31,llb,002837,259091434.830000,1.76371
筹资活动现金流入小计,2025-12-31,llb,002837,1477699528.970000,0.70382
偿还债务支付的现金,2025-12-31,llb,002837,488584155.330000,-0.29902
分配股利、利润或偿付利息所支付的现金,2025-12-31,llb,002837,174207897.160000,0.33252
子公司支付给少数股东的股利、利润,2025-12-31,llb,002837,1100000.000000,
支付其他与筹资活动有关的现金,2025-12-31,llb,002837,80331301.170000,-0.52833
筹资活动现金流出小计,2025-12-31,llb,002837,743123353.660000,-0.25542
筹资活动产生的现金流量净额,2025-12-31,llb,002837,734576175.310000,6.61762
汇率变动对现金及现金等价物的影响,2025-12-31,llb,002837,-22513082.180000,-6.65655
现金及现金等价物净增加额,2025-12-31,llb,002837,566630272.830000,3.1844
期初现金及现金等价物余额,2025-12-31,llb,002837,555610637.890000,-0.31828
现金的期末余额,2025-12-31,llb,002837,1122240910.720000,1.01983
现金的期初余额,2025-12-31,llb,002837,555610637.890000,-0.31828
期末现金及现金等价物余额,2025-12-31,llb,002837,1122240910.720000,1.01983
销售商品、提供劳务收到的现金,2025-09-30,llb,002837,3493079983.510000,0.25504
收到的税费返还,2025-09-30,llb,002837,6751914.320000,-0.58413
收到的其他与经营活动有关的现金,2025-09-30,llb,002837,68156219.690000,0.06814
经营活动现金流入小计,2025-09-30,llb,002837,3567988117.520000,0.24612
购买商品、接受劳务支付的现金,2025-09-30,llb,002837,2851473897.030000,0.4918
支付给职工以及为职工支付的现金,2025-09-30,llb,002837,672576991.220000,0.34661
支付的各项税费,2025-09-30,llb,002837,154543748.550000,0.42836
支付的其他与经营活动有关的现金,2025-09-30,llb,002837,208427953.010000,0.10895
经营活动现金流出小计,2025-09-30,llb,002837,3887022589.810000,0.43589
经营活动产生的现金流量净额,2025-09-30,llb,002837,-319034472.290000,-3.04203
取得投资收益收到的现金,2025-09-30,llb,002837,428165.060000,-0.06707
处置固定资产、无形资产和其他长期资产所收回的现金净额,2025-09-30,llb,002837,4000.000000,-0.96154
收到的其他与投资活动有关的现金,2025-09-30,llb,002837,90000000.000000,-0.4
投资活动现金流入小计,2025-09-30,llb,002837,90432165.060000,-0.39937
购建固定资产、无形资产和其他长期资产所支付的现金,2025-09-30,llb,002837,239950342.150000,-0.10557
支付的其他与投资活动有关的现金,2025-09-30,llb,002837,90152000.010000,-0.30652
投资活动现金流出小计,2025-09-30,llb,002837,330102342.160000,-0.17116
投资活动产生的现金流量净额,2025-09-30,llb,002837,-239670177.100000,0.03245
吸收投资收到的现金,2025-09-30,llb,002837,57168056.770000,1.6331
取得借款收到的现金,2025-09-30,llb,002837,1034660431.670000,1.08516
收到其他与筹资活动有关的现金,2025-09-30,llb,002837,210937826.240000,2.08123
筹资活动现金流入小计,2025-09-30,llb,002837,1302766314.680000,1.22174
偿还债务支付的现金,2025-09-30,llb,002837,331384155.330000,-0.18758
分配股利、利润或偿付利息所支付的现金,2025-09-30,llb,002837,165783036.800000,0.31083
子公司支付给少数股东的股利、利润,2025-09-30,llb,002837,1100000.000000,
支付其他与筹资活动有关的现金,2025-09-30,llb,002837,63321852.200000,-0.23285
筹资活动现金流出小计,2025-09-30,llb,002837,560489044.330000,-0.09146
筹资活动产生的现金流量净额,2025-09-30,llb,002837,742277270.350000,25.30375
汇率变动对现金及现金等价物的影响,2025-09-30,llb,002837,-17327564.990000,-5.37709
现金及现金等价物净增加额,2025-09-30,llb,002837,166245055.970000,2.33279
期初现金及现金等价物余额,2025-09-30,llb,002837,555610637.890000,-0.31828
期末现金及现金等价物余额,2025-09-30,llb,002837,721855693.860000,0.04575
销售商品、提供劳务收到的现金,2025-06-30,llb,002837,2287775559.780000,0.33066
收到的税费返还,2025-06-30,llb,002837,6299975.010000,-0.18787
收到的其他与经营活动有关的现金,2025-06-30,llb,002837,44005218.640000,0.10549
经营活动现金流入小计,2025-06-30,llb,002837,2338080753.430000,0.32331
购买商品、接受劳务支付的现金,2025-06-30,llb,002837,1870152094.970000,0.46757
支付给职工以及为职工支付的现金,2025-06-30,llb,002837,457626169.050000,0.35745
支付的各项税费,2025-06-30,llb,002837,113892545.190000,0.37507
支付的其他与经营活动有关的现金,2025-06-30,llb,002837,130323792.400000,0.10227
经营活动现金流出小计,2025-06-30,llb,002837,2571994601.610000,0.41903
经营活动产生的现金流量净额,2025-06-30,llb,002837,-233913848.180000,-4.12327
取得投资收益收到的现金,2025-06-30,llb,002837,428165.060000,-0.06707
处置固定资产、无形资产和其他长期资产所收回的现金净额,2025-06-30,llb,002837,500.000000,-0.99505
收到的其他与投资活动有关的现金,2025-06-30,llb,002837,90000000.000000,-0.4
投资活动现金流入小计,2025-06-30,llb,002837,90428665.060000,-0.39938
购建固定资产、无形资产和其他长期资产所支付的现金,2025-06-30,llb,002837,141431294.280000,-0.18657
支付的其他与投资活动有关的现金,2025-06-30,llb,002837,90152000.010000,-0.09848
投资活动现金流出小计,2025-06-30,llb,002837,231583294.290000,-0.15441
投资活动产生的现金流量净额,2025-06-30,llb,002837,-141154629.230000,-0.14471
吸收投资收到的现金,2025-06-30,llb,002837,12604373.210000,0.89271
取得借款收到的现金,2025-06-30,llb,002837,780889450.770000,1.12376
收到其他与筹资活动有关的现金,2025-06-30,llb,002837,51706984.260000,0.07881
筹资活动现金流入小计,2025-06-30,llb,002837,845200808.240000,1.00151
偿还债务支付的现金,2025-06-30,llb,002837,196300000.000000,-0.3932
分配股利、利润或偿付利息所支付的现金,2025-06-30,llb,002837,159550559.980000,0.29991
子公司支付给少数股东的股利、利润,2025-06-30,llb,002837,1100000.000000,
支付其他与筹资活动有关的现金,2025-06-30,llb,002837,49568679.150000,-0.13882
筹资活动现金流出小计,2025-06-30,llb,002837,405419239.130000,-0.19528
筹资活动产生的现金流量净额,2025-06-30,llb,002837,439781569.110000,6.3949
汇率变动对现金及现金等价物的影响,2025-06-30,llb,002837,-15842982.820000,-5.89044
现金及现金等价物净增加额,2025-06-30,llb,002837,48870108.880000,1.19766
期初现金及现金等价物余额,2025-06-30,llb,002837,555610637.890000,-0.31828
现金的期末余额,2025-06-30,llb,002837,604480746.770000,0.06467
现金的期初余额,2025-06-30,llb,002837,555610637.890000,-0.31828
期末现金及现金等价物余额,2025-06-30,llb,002837,604480746.770000,0.06467
销售商品、提供劳务收到的现金,2025-03-31,llb,002837,1121116712.090000,0.15817
收到的税费返还,2025-03-31,llb,002837,4623344.140000,0.14271
收到的其他与经营活动有关的现金,2025-03-31,llb,002837,22037746.410000,-0.1337
经营活动现金流入小计,2025-03-31,llb,002837,1147777802.640000,0.15066
购买商品、接受劳务支付的现金,2025-03-31,llb,002837,934648177.380000,0.4693
支付给职工以及为职工支付的现金,2025-03-31,llb,002837,256359350.340000,0.31683
支付的各项税费,2025-03-31,llb,002837,63466667.520000,0.36269
支付的其他与经营活动有关的现金,2025-03-31,llb,002837,64075340.480000,0.00341
经营活动现金流出小计,2025-03-31,llb,002837,1318549535.720000,0.40088
经营活动产生的现金流量净额,2025-03-31,llb,002837,-170771733.080000,-4.0349
取得投资收益收到的现金,2025-03-31,llb,002837,428165.060000,0.38902
收到的其他与投资活动有关的现金,2025-03-31,llb,002837,90000000.000000,0.125
投资活动现金流入小计,2025-03-31,llb,002837,90428165.060000,0.1246
购建固定资产、无形资产和其他长期资产所支付的现金,2025-03-31,llb,002837,65623698.000000,-0.26009
支付的其他与投资活动有关的现金,2025-03-31,llb,002837,60000000.000000,-0.4
投资活动现金流出小计,2025-03-31,llb,002837,125623698.000000,-0.33424
投资活动产生的现金流量净额,2025-03-31,llb,002837,-35195532.940000,0.67497
吸收投资收到的现金,2025-03-31,llb,002837,3345739.830000,-0.07153
取得借款收到的现金,2025-03-31,llb,002837,372950512.650000,0.65544
收到其他与筹资活动有关的现金,2025-03-31,llb,002837,31887756.650000,1.42252
筹资活动现金流入小计,2025-03-31,llb,002837,408184009.130000,0.68634
偿还债务支付的现金,2025-03-31,llb,002837,105000000.000000,-0.46154
分配股利、利润或偿付利息所支付的现金,2025-03-31,llb,002837,4093283.930000,0.01939
支付其他与筹资活动有关的现金,2025-03-31,llb,002837,34852980.470000,0.1698
筹资活动现金流出小计,2025-03-31,llb,002837,143946264.400000,-0.37089
筹资活动产生的现金流量净额,2025-03-31,llb,002837,264237744.730000,18.9509
汇率变动对现金及现金等价物的影响,2025-03-31,llb,002837,-15786519.070000,-18.77469
现金及现金等价物净增加额,2025-03-31,llb,002837,42483959.640000,2.12153
期初现金及现金等价物余额,2025-03-31,llb,002837,555610637.890000,-0.31828
期末现金及现金等价物余额,2025-03-31,llb,002837,598094597.530000,-0.23038
销售商品、提供劳务收到的现金,2024-12-31,llb,002837,3911998140.920000,0.34086
收到的税费返还,2024-12-31,llb,002837,23429964.510000,0.18366
收到的其他与经营活动有关的现金,2024-12-31,llb,002837,87576803.050000,-0.06125
经营活动现金流入小计,2024-12-31,llb,002837,4023004908.480000,0.32745
购买商品、接受劳务支付的现金,2024-12-31,llb,002837,2697955938.550000,0.58606
支付给职工以及为职工支付的现金,2024-12-31,llb,002837,679379484.060000,0.33446
支付的各项税费,2024-12-31,llb,002837,174081593.810000,0.13826
支付的其他与经营活动有关的现金,2024-12-31,llb,002837,271752877.110000,0.26715
经营活动现金流出小计,2024-12-31,llb,002837,3823169893.530000,0.48326
经营活动产生的现金流量净额,2024-12-31,llb,002837,199835014.950000,-0.55893
取得投资收益收到的现金,2024-12-31,llb,002837,669020.060000,-0.77967
处置固定资产、无形资产和其他长期资产所收回的现金净额,2024-12-31,llb,002837,182992.000000,1.49597
收到的其他与投资活动有关的现金,2024-12-31,llb,002837,275000000.000000,-0.41239
投资活动现金流入小计,2024-12-31,llb,002837,275852012.060000,-0.41446
购建固定资产、无形资产和其他长期资产所支付的现金,2024-12-31,llb,002837,353302473.720000,0.73044
支付的其他与投资活动有关的现金,2024-12-31,llb,002837,255000000.000000,-0.29167
投资活动现金流出小计,2024-12-31,llb,002837,608302473.720000,0.07823
投资活动产生的现金流量净额,2024-12-31,llb,002837,-332450461.660000,-2.57246
吸收投资收到的现金,2024-12-31,llb,002837,44390054.700000,0.19344
子公司吸收少数股东投资收到的现金,2024-12-31,llb,002837,106667.000000,
取得借款收到的现金,2024-12-31,llb,002837,729148125.120000,0.22992
收到其他与筹资活动有关的现金,2024-12-31,llb,002837,93747704.900000,1.50442
筹资活动现金流入小计,2024-12-31,llb,002837,867285884.720000,0.29937
偿还债务支付的现金,2024-12-31,llb,002837,697000000.000000,0.22002
分配股利、利润或偿付利息所支付的现金,2024-12-31,llb,002837,130735632.580000,0.30772
支付其他与筹资活动有关的现金,2024-12-31,llb,002837,170313238.660000,0.5225
筹资活动现金流出小计,2024-12-31,llb,002837,998048871.240000,0.27443
筹资活动产生的现金流量净额,2024-12-31,llb,002837,-130762986.520000,-0.13049
汇率变动对现金及现金等价物的影响,2024-12-31,llb,002837,3980000.420000,-0.4849
现金及现金等价物净增加额,2024-12-31,llb,002837,-259398432.810000,-2.02907
期初现金及现金等价物余额,2024-12-31,llb,002837,815009070.700000,0.44778
现金的期末余额,2024-12-31,llb,002837,555610637.890000,-0.31828
现金的期初余额,2024-12-31,llb,002837,815009070.700000,0.44778
期末现金及现金等价物余额,2024-12-31,llb,002837,555610637.890000,-0.31828
销售商品、提供劳务收到的现金,2024-09-30,llb,002837,2783234271.250000,0.56411
收到的税费返还,2024-09-30,llb,002837,16235728.100000,0.00881
收到的其他与经营活动有关的现金,2024-09-30,llb,002837,63808127.180000,-0.16867
经营活动现金流入小计,2024-09-30,llb,002837,2863278126.530000,0.52929
购买商品、接受劳务支付的现金,2024-09-30,llb,002837,1911435936.870000,0.58767
支付给职工以及为职工支付的现金,2024-09-30,llb,002837,499460135.350000,0.32886
支付的各项税费,2024-09-30,llb,002837,108196915.910000,-0.06634
支付的其他与经营活动有关的现金,2024-09-30,llb,002837,187951442.060000,0.22576
经营活动现金流出小计,2024-09-30,llb,002837,2707044430.190000,0.46406
经营活动产生的现金流量净额,2024-09-30,llb,002837,156233696.340000,5.7091
取得投资收益收到的现金,2024-09-30,llb,002837,458944.440000,-0.75275
处置固定资产、无形资产和其他长期资产所收回的现金净额,2024-09-30,llb,002837,103992.000000,0.47318
收到的其他与投资活动有关的现金,2024-09-30,llb,002837,150000000.000000,-0.60386
投资活动现金流入小计,2024-09-30,llb,002837,150562936.440000,-0.60439
购建固定资产、无形资产和其他长期资产所支付的现金,2024-09-30,llb,002837,268271981.440000,0.83668
支付的其他与投资活动有关的现金,2024-09-30,llb,002837,130000000.000000,-0.58065
投资活动现金流出小计,2024-09-30,llb,002837,398271981.440000,-0.12672
投资活动产生的现金流量净额,2024-09-30,llb,002837,-247709045.000000,-2.28187
吸收投资收到的现金,2024-09-30,llb,002837,21711296.040000,-0.1897
子公司吸收少数股东投资收到的现金,2024-09-30,llb,002837,106667.000000,
取得借款收到的现金,2024-09-30,llb,002837,496200913.810000,0.10306
收到其他与筹资活动有关的现金,2024-09-30,llb,002837,68459052.240000,2.37295
筹资活动现金流入小计,2024-09-30,llb,002837,586371262.090000,0.17999
偿还债务支付的现金,2024-09-30,llb,002837,407900000.000000,-0.06251
分配股利、利润或偿付利息所支付的现金,2024-09-30,llb,002837,126471522.150000,0.32381
支付其他与筹资活动有关的现金,2024-09-30,llb,002837,82541421.170000,0.38863
筹资活动现金流出小计,2024-09-30,llb,002837,616912943.320000,0.04548
筹资活动产生的现金流量净额,2024-09-30,llb,002837,-30541681.230000,0.67211
汇率变动对现金及现金等价物的影响,2024-09-30,llb,002837,-2717157.280000,-1.30601
现金及现金等价物净增加额,2024-09-30,llb,002837,-124734187.170000,0.08592
期初现金及现金等价物余额,2024-09-30,llb,002837,815009070.700000,0.44778
期末现金及现金等价物余额,2024-09-30,llb,002837,690274883.530000,0.61854
销售商品、提供劳务收到的现金,2024-06-30,llb,002837,1719280339.850000,0.42718
收到的税费返还,2024-06-30,llb,002837,7757369.480000,-0.28733
收到的其他与经营活动有关的现金,2024-06-30,llb,002837,39805907.660000,0.05744
经营活动现金流入小计,2024-06-30,llb,002837,1766843616.990000,0.40986
购买商品、接受劳务支付的现金,2024-06-30,llb,002837,1274320932.590000,0.51896
支付给职工以及为职工支付的现金,2024-06-30,llb,002837,337120807.350000,0.31933
支付的各项税费,2024-06-30,llb,002837,82826574.690000,-0.02555
支付的其他与经营活动有关的现金,2024-06-30,llb,002837,118232443.580000,0.19427
经营活动现金流出小计,2024-06-30,llb,002837,1812500758.210000,0.41772
经营活动产生的现金流量净额,2024-06-30,llb,002837,-45657141.220000,-0.80727
收回投资所收到的现金,2024-06-30,llb,002837,0.000000,
取得投资收益收到的现金,2024-06-30,llb,002837,458944.440000,-0.75275
