baoliu2,bgu,changqifuzhai,code,cunhuo,faqirenfarengu,farengu,gudingzichan,gudongrenshu,guojiagu,hgu,industry,ipo_date,jinglirun,jingyingxianjinliu,jingzichan,lirunzonghe,liudongfuzhai,liudongzichan,liutongguben,market,meigujingzichan,province,report_date,shuihoulirun,stock_code,touzishouyu,updated_date,weifenpeilirun,wuxingzichan,yingshouzhangkuan,yingyelirun,zhigonggu,zhuyinglirun,zhuyingshouru,zibengongjijin,zongguben,zongxianjinliu,zongzichan
3.0,0.0,225938984.375,002837,11819811250.0,480104687.5,9325857500.0,8166725000.0,268700.0,12350000.0,0.0,26,20161229,86575996.09375,-3863640000.0,34617802500.0,68932001.953125,37582177500.0,60597525000.0,1130458125.0,0,2.7170000076293945,18,2026-07-13,141610000.0,002837,0.0,20260706,17858690000.0,1468715937.5,30608877500.0,63343999.0234375,99.99999776482582,8898011250.0,11753292500.0,5001046875.0,1274349687.5,-3293095000.0,77617630000.0
