code,pubDate,statDate,currentRatio,quickRatio,cashRatio,YOYLiability,liabilityToAsset,assetToEquity
sz.002837,2026-04-21,2026-03-31,1.612401,1.297895,0.260803,0.320503,0.551085,2.227592
