amount_wan,amplitude_pct,as_of_date,change_amount,change_pct,close,float_mcap_yi,high,last_close,limit_down,limit_up,low,mcap_yi,name,open,pb,pe_static,pe_ttm,price,stock_code,trade_date,turnover_pct,volume,volume_ratio
406076.0,11.44,2026-07-13,-6.56,-8.92,66.98,853.56,74.81,73.54,66.19,80.89,66.4,757.18,英维克,72.72,25.9,2464.77,176.88,66.98,002837,2026-07-13,5.15,582259.0,0.92
