code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sz.002837,2026-04-21,2026-03-31,0.002507,0.012049,0.242935,14161062.090000,0.493699,,977440581.00,845854652.00
