pdf_url,publish_date,source_url,stock_code,title
https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-21/3808761c-07f6-4fea-bb4b-e9863a4fa5d6.PDF,2026-04-21,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-21/3808761c-07f6-4fea-bb4b-e9863a4fa5d6.PDF,002837,英维克：2025年度独立董事述职报告（陈麒百）
https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-21/3f3bebbc-c32b-4012-8324-8e6a18677102.PDF,2026-04-21,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-21/3f3bebbc-c32b-4012-8324-8e6a18677102.PDF,002837,英维克：2025年度内部控制审计报告
https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-21/67528ae9-31d6-45f1-be8f-1cf14c49c878.PDF,2026-04-21,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-21/67528ae9-31d6-45f1-be8f-1cf14c49c878.PDF,002837,英维克：关于公司及下属公司拟向金融机构申请授信额度的公告
https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-21/72b87d6b-cdb7-48a7-b3bf-67d0ca64f74d.PDF,2026-04-21,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-21/72b87d6b-cdb7-48a7-b3bf-67d0ca64f74d.PDF,002837,英维克：2025年度非经营性资金占用及其他关联资金往来情况汇总表
https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-21/a893b8d2-c998-40a4-ae37-50e8d2899634.PDF,2026-04-21,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-21/a893b8d2-c998-40a4-ae37-50e8d2899634.PDF,002837,英维克：关于召开2025年度股东会的通知
https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-21/351d8748-0718-4e1d-8f6e-17320c6b86cc.PDF,2026-04-21,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-21/351d8748-0718-4e1d-8f6e-17320c6b86cc.PDF,002837,英维克：章程修订对照表（2026年4月）
https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-21/d42e1d89-bea4-472b-8ad0-87e33b8d3bb8.PDF,2026-04-21,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-21/d42e1d89-bea4-472b-8ad0-87e33b8d3bb8.PDF,002837,英维克：关于使用闲置自有资金进行现金管理的公告
https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-21/0f8fcf0d-8bb2-4417-a154-8fc52972e1a9.PDF,2026-04-21,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-21/0f8fcf0d-8bb2-4417-a154-8fc52972e1a9.PDF,002837,英维克：2025年年度报告摘要
https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-21/c5cb0568-e14d-45ed-94a9-c0b2685188c9.PDF,2026-04-21,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-21/c5cb0568-e14d-45ed-94a9-c0b2685188c9.PDF,002837,英维克：2025年度董事会工作报告
https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-21/96e550b6-a2ef-43ca-aa93-7182bca87d1b.PDF,2026-04-21,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-21/96e550b6-a2ef-43ca-aa93-7182bca87d1b.PDF,002837,英维克：关于为下属公司提供担保额度预计的公告
