evidence_id,source_type,source_name,source_group,title,publisher,publish_date,retrieved_at,ingested_at,as_of_date,entity_type,entity_id,segment_id,company_id,stock_code,source_url,raw_file_path,raw_archive_policy,file_hash,content_hash,api_params_hash,processed_text_path,processed_table_path,page_map_path,page_count,language,file_format,ingest_mode,reliability_rank,material_claim_allowed,allowed_claim_types,license_note,stale_after,status,parse_status,candidate_status,review_status,previous_evidence_id,superseded_by,notes
ev_structured_financial_data_300731_20260713_c94439,structured_financial_data,tushare,structured_database,tushare balancesheet snapshot for 300731,tushare,2026-07-13,2026-07-12T18:08:30Z,2026-07-12T18:08:30Z,2026-07-13,company,cn_300731_cotran,,cn_300731_cotran,300731,,data/raw/market_data/tushare_balancesheet_300731_2026-07-13_c9443956.json,snapshot_archived,5d8202ea6873cfa333e6fce20c38ba127ed8cc36deb4bdae34b9471ed66d4ad3,5d8202ea6873cfa333e6fce20c38ba127ed8cc36deb4bdae34b9471ed66d4ad3,c94439569903c5b009281836e68c331899b97158a9216fb69745c685efc37ab0,,data/processed/normalized/tushare_balancesheet_300731_2026-07-13_c9443956.csv,,,zh-CN,json,structured_api_pull,B,metric_only,metric_statement,Tushare terms; token stored in environment only,90d,active,parsed,generated,draft,,,raw_status=created; structured snapshot is metric-only.
ev_structured_financial_data_300731_20260713_cc62b3,structured_financial_data,tushare,structured_database,tushare cashflow snapshot for 300731,tushare,2026-07-13,2026-07-12T18:08:32Z,2026-07-12T18:08:32Z,2026-07-13,company,cn_300731_cotran,,cn_300731_cotran,300731,,data/raw/market_data/tushare_cashflow_300731_2026-07-13_cc62b317.json,snapshot_archived,893b4520a64c233afdc41f1c36cd42461f65a0d909955c702e6451de0b1106bf,893b4520a64c233afdc41f1c36cd42461f65a0d909955c702e6451de0b1106bf,cc62b317be17a2ceadcc7b32a7daeccb5b9084d5ce32faccc4e181ac872a7c75,,data/processed/normalized/tushare_cashflow_300731_2026-07-13_cc62b317.csv,,,zh-CN,json,structured_api_pull,B,metric_only,metric_statement,Tushare terms; token stored in environment only,90d,active,parsed,generated,draft,,,raw_status=created; structured snapshot is metric-only.
ev_structured_financial_data_300731_20260713_8065c2,structured_financial_data,tushare,structured_database,tushare fina_indicator snapshot for 300731,tushare,2026-07-13,2026-07-12T18:08:34Z,2026-07-12T18:08:34Z,2026-07-13,company,cn_300731_cotran,,cn_300731_cotran,300731,,data/raw/market_data/tushare_fina_indicator_300731_2026-07-13_8065c20b.json,snapshot_archived,c5835c25702664ff29fdd96329c50e3369a785787093f4a354b24a8bdfaef637,c5835c25702664ff29fdd96329c50e3369a785787093f4a354b24a8bdfaef637,8065c20b7d4b6245812fc81a13c62f2f262aef112687b0d713aaea645694d3cb,,data/processed/normalized/tushare_fina_indicator_300731_2026-07-13_8065c20b.csv,,,zh-CN,json,structured_api_pull,B,metric_only,metric_statement,Tushare terms; token stored in environment only,90d,active,parsed,generated,draft,,,raw_status=created; structured snapshot is metric-only.
ev_structured_financial_data_300731_20260713_b2a9a0,structured_financial_data,tushare,structured_database,tushare fina_mainbz snapshot for 300731,tushare,2026-07-13,2026-07-12T18:08:37Z,2026-07-12T18:08:37Z,2026-07-13,company,cn_300731_cotran,,cn_300731_cotran,300731,,data/raw/market_data/tushare_fina_mainbz_300731_2026-07-13_b2a9a065.json,snapshot_archived,24084eaa3e7a0a39646867eb5f1c869569de5323d7cf63afbf012685cf6af593,24084eaa3e7a0a39646867eb5f1c869569de5323d7cf63afbf012685cf6af593,b2a9a06586e198b4404ae556130e13dc6f39913a69fc2721f4bf82335095c19b,,data/processed/normalized/tushare_fina_mainbz_300731_2026-07-13_b2a9a065.csv,,,zh-CN,json,structured_api_pull,B,metric_only,metric_statement,Tushare terms; token stored in environment only,90d,active,parsed,generated,draft,,,raw_status=created; structured snapshot is metric-only.
ev_structured_financial_data_301018_20260713_32deab,structured_financial_data,tushare,structured_database,tushare income snapshot for 301018,tushare,2026-07-13,2026-07-12T18:08:39Z,2026-07-12T18:08:39Z,2026-07-13,company,cn_301018_shenling,,cn_301018_shenling,301018,,data/raw/market_data/tushare_income_301018_2026-07-13_32deabce.json,snapshot_archived,e9338e397fcd841481b4bdc65f35bd102acd3ab52acf1e3e2f7768fe9bb6eaae,e9338e397fcd841481b4bdc65f35bd102acd3ab52acf1e3e2f7768fe9bb6eaae,32deabce98fe467b1a6fced67434e96d5d9d13145396bf739738c8c1eaa1e247,,data/processed/normalized/tushare_income_301018_2026-07-13_32deabce.csv,,,zh-CN,json,structured_api_pull,B,metric_only,metric_statement,Tushare terms; token stored in environment only,90d,active,parsed,generated,draft,,,raw_status=created; structured snapshot is metric-only.
ev_structured_financial_data_301018_20260713_c4e106,structured_financial_data,tushare,structured_database,tushare balancesheet snapshot for 301018,tushare,2026-07-13,2026-07-12T18:08:41Z,2026-07-12T18:08:41Z,2026-07-13,company,cn_301018_shenling,,cn_301018_shenling,301018,,data/raw/market_data/tushare_balancesheet_301018_2026-07-13_c4e1061f.json,snapshot_archived,aee4757ae4c8ff15b7208ab07cf7ffac3de19db7f69ec98414c66a927cd0f357,aee4757ae4c8ff15b7208ab07cf7ffac3de19db7f69ec98414c66a927cd0f357,c4e1061ff9c14ebbe901ddae5a7d51c30a00380a59d80180d676b9859b48c5e7,,data/processed/normalized/tushare_balancesheet_301018_2026-07-13_c4e1061f.csv,,,zh-CN,json,structured_api_pull,B,metric_only,metric_statement,Tushare terms; token stored in environment only,90d,active,parsed,generated,draft,,,raw_status=created; structured snapshot is metric-only.
ev_structured_financial_data_301018_20260713_8e33bd,structured_financial_data,tushare,structured_database,tushare cashflow snapshot for 301018,tushare,2026-07-13,2026-07-12T18:08:44Z,2026-07-12T18:08:44Z,2026-07-13,company,cn_301018_shenling,,cn_301018_shenling,301018,,data/raw/market_data/tushare_cashflow_301018_2026-07-13_8e33bd81.json,snapshot_archived,77f0541b71f2b27ac67f4fe496dc885a153e7cdb935a5ad2941b4e3cf2586683,77f0541b71f2b27ac67f4fe496dc885a153e7cdb935a5ad2941b4e3cf2586683,8e33bd8163fa2e7a0cbe000137d2743f6248a4418f6b391ec62dd5212080f243,,data/processed/normalized/tushare_cashflow_301018_2026-07-13_8e33bd81.csv,,,zh-CN,json,structured_api_pull,B,metric_only,metric_statement,Tushare terms; token stored in environment only,90d,active,parsed,generated,draft,,,raw_status=created; structured snapshot is metric-only.
ev_structured_financial_data_301018_20260713_837ba6,structured_financial_data,tushare,structured_database,tushare fina_indicator snapshot for 301018,tushare,2026-07-13,2026-07-12T18:08:46Z,2026-07-12T18:08:46Z,2026-07-13,company,cn_301018_shenling,,cn_301018_shenling,301018,,data/raw/market_data/tushare_fina_indicator_301018_2026-07-13_837ba694.json,snapshot_archived,9aed7b94ee42ca8153b52d73d90356a64be86059be1c5120138084814c3e3580,9aed7b94ee42ca8153b52d73d90356a64be86059be1c5120138084814c3e3580,837ba69408c4f3553a26f57fe856b6a8cc5c06687d855bd67d4fa96d7a7e60ad,,data/processed/normalized/tushare_fina_indicator_301018_2026-07-13_837ba694.csv,,,zh-CN,json,structured_api_pull,B,metric_only,metric_statement,Tushare terms; token stored in environment only,90d,active,parsed,generated,draft,,,raw_status=created; structured snapshot is metric-only.
ev_structured_financial_data_301018_20260713_41ff42,structured_financial_data,tushare,structured_database,tushare fina_mainbz snapshot for 301018,tushare,2026-07-13,2026-07-12T18:08:48Z,2026-07-12T18:08:48Z,2026-07-13,company,cn_301018_shenling,,cn_301018_shenling,301018,,data/raw/market_data/tushare_fina_mainbz_301018_2026-07-13_41ff42f3.json,snapshot_archived,1d6cd028ea241f217f37d0b1164e6d55f6f0c0b044dc2231d57f388cc2a6327b,1d6cd028ea241f217f37d0b1164e6d55f6f0c0b044dc2231d57f388cc2a6327b,41ff42f3f7a877b6bba7b1f4df9c18d3fe972060b38cdbb88ee289a126daccab,,data/processed/normalized/tushare_fina_mainbz_301018_2026-07-13_41ff42f3.csv,,,zh-CN,json,structured_api_pull,B,metric_only,metric_statement,Tushare terms; token stored in environment only,90d,active,parsed,generated,draft,,,raw_status=created; structured snapshot is metric-only.
ev_structured_financial_data_300602_20260713_22e974,structured_financial_data,tushare,structured_database,tushare income snapshot for 300602,tushare,2026-07-13,2026-07-12T18:08:51Z,2026-07-12T18:08:51Z,2026-07-13,company,cn_300602_frd,,cn_300602_frd,300602,,data/raw/market_data/tushare_income_300602_2026-07-13_22e9744b.json,snapshot_archived,85289b5f1a264e401e7319d54867f35dcd96291485374674697a37420ad20886,85289b5f1a264e401e7319d54867f35dcd96291485374674697a37420ad20886,22e9744b0656686c90b075c0468b8ba3595cc7c99a374e1f6aecf264ab03a9a1,,data/processed/normalized/tushare_income_300602_2026-07-13_22e9744b.csv,,,zh-CN,json,structured_api_pull,B,metric_only,metric_statement,Tushare terms; token stored in environment only,90d,active,parsed,generated,draft,,,raw_status=created; structured snapshot is metric-only.
ev_structured_financial_data_300602_20260713_ffee9a,structured_financial_data,tushare,structured_database,tushare balancesheet snapshot for 300602,tushare,2026-07-13,2026-07-12T18:08:53Z,2026-07-12T18:08:53Z,2026-07-13,company,cn_300602_frd,,cn_300602_frd,300602,,data/raw/market_data/tushare_balancesheet_300602_2026-07-13_ffee9acb.json,snapshot_archived,c0ce3f9236e90944e81ed3a21230d0fa99f3b540bab1f28da753fd6cf42f10d2,c0ce3f9236e90944e81ed3a21230d0fa99f3b540bab1f28da753fd6cf42f10d2,ffee9acb9d2b245962322b10f7f0c2eec15be3f86501736df20652bdcfb41f08,,data/processed/normalized/tushare_balancesheet_300602_2026-07-13_ffee9acb.csv,,,zh-CN,json,structured_api_pull,B,metric_only,metric_statement,Tushare terms; token stored in environment only,90d,active,parsed,generated,draft,,,raw_status=created; structured snapshot is metric-only.
