stock_code,company_id,stock_name,exchange,as_of_date,currency,close_price,market_cap,free_float_market_cap,shares_outstanding,float_shares,pe_ttm,pe_lyr,pe_forward_2026e,pb_lf,ps_ttm,ev,ev_ebitda_ttm,dividend_yield,turnover_rate,pct_chg_20d,pct_chg_60d,source_name,source_type,source_path,source_evidence_id,source_metric_id,reliability_rank,capture_method,snapshot_status,limitations
002837,cn_002837_invic,英维克,SZSE,2026-07-10,CNY,73.54,93715669584.0,83133888674.0,1274349692,,194.2045,,,27.0715,14.8507,,,,6.3693,,,tushare,structured_database,data/raw/market_data/tushare_daily_basic_002837_2026-07-13_f8cc52ed.json,ev_structured_market_data_002837_20260713_f8cc52,metric_company_cn_002837_invic_close_20260710_8b4e6cdd|metric_company_cn_002837_invic_total_mv_20260710_94c6ec36|metric_company_cn_002837_invic_circ_mv_20260710_17789f8b|metric_company_cn_002837_invic_pe_ttm_20260710_f133fc07|metric_company_cn_002837_invic_pb_20260710_e0bb0510|metric_company_cn_002837_invic_ps_ttm_20260710_eb40d051|metric_company_cn_002837_invic_turnover_rate_20260710_ba2d5de2|metric_cn_002837_invic_shares_20251231_reviewed_anchor,B,archived_structured_api_pull,reviewed,行情与倍数日期为2026-07-10；股本使用2025年报审阅锚点；企业价值、远期倍数和股息率未取得。
