info_code,stock_code,title,publisher,publish_date,pdf_url,raw_file_path,file_hash,processed_text_path,page_map_path,page_count,evidence_id,status,license_note
AP202604241821526861,002837,Q1利润短期承压，液冷增长强劲,国金证券,2026-04-24,https://pdf.dfcfw.com/pdf/H3_AP202604241821526861_1.pdf,data/raw/industry_reports/eastmoney_report_002837_2026-04-24_ap202604241821526861_1c32bfae.pdf,1c32bfaea99077017139ac015f1434563c4709de986bd46091850b74ece5b4c4,data/processed/text/ev_third_party_research_002837_20260424_1c32bf.md,data/processed/page_maps/ev_third_party_research_002837_20260424_1c32bf__page_map.yaml,4,ev_third_party_research_002837_20260424_1c32bf,archived_and_parsed,Broker research PDF archived for internal evidence review; copyright remains with publisher
AP202604221821435857,002837,公司信息更新报告：液冷龙头沉潜蓄势，看好下半年液冷兑现,开源证券,2026-04-22,https://pdf.dfcfw.com/pdf/H3_AP202604221821435857_1.pdf,data/raw/industry_reports/eastmoney_report_002837_2026-04-22_ap202604221821435857_d4aeecd4.pdf,d4aeecd418b6b15a499cafd50e6014af0f8053958f0457c7c295c9b88fa603e8,data/processed/text/ev_third_party_research_002837_20260422_d4aeec.md,data/processed/page_maps/ev_third_party_research_002837_20260422_d4aeec__page_map.yaml,4,ev_third_party_research_002837_20260422_d4aeec,archived_and_parsed,Broker research PDF archived for internal evidence review; copyright remains with publisher
