metric_candidate_id,source_evidence_id,source_name,source_type,entity_type,entity_id,segment_id,company_id,stock_code,metric_name,metric_category,period,period_type,value,unit,currency,original_value_text,original_unit_text,table_id,page_no_or_section,calculation_method,is_estimate,is_reported,confidence,review_status,promote_to_metric_id,created_at,notes
metric_company_cn_002837_invic_operate_profit_20241231_23993658,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,operate_profit,income,20241231,unknown,503433812.82,CNY,CNY,503433812.82,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_operate_profit_20250331_84d5d47a,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,operate_profit,income,20250331,unknown,54908431.71,CNY,CNY,54908431.71,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_operate_profit_20250630_863457ea,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,operate_profit,income,20250630,unknown,243714815.46,CNY,CNY,243714815.46,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_operate_profit_20250930_e80eee93,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,operate_profit,income,20250930,unknown,437938359.53,CNY,CNY,437938359.53,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_operate_profit_20251231_4546057e,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,operate_profit,income,20251231,unknown,590359558.6,CNY,CNY,590359558.6,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_operate_profit_20260331_5f06538e,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,operate_profit,income,20260331,unknown,6334488.35,CNY,CNY,6334488.35,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_revenue_20231231_9aacaf63,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,revenue,income,20231231,unknown,3528859077.13,CNY,CNY,3528859077.13,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_revenue_20240331_ac563cf5,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,revenue,income,20240331,unknown,745644712.04,CNY,CNY,745644712.04,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_revenue_20240630_c5ee609c,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,revenue,income,20240630,unknown,1712557931.47,CNY,CNY,1712557931.47,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_revenue_20240930_4cb3c5a3,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,revenue,income,20240930,unknown,2871742557.75,CNY,CNY,2871742557.75,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_revenue_20241231_d1fe8e2c,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,revenue,income,20241231,unknown,4588819487.27,CNY,CNY,4588819487.27,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_revenue_20250331_ff8439b0,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,revenue,income,20250331,unknown,932585781.26,CNY,CNY,932585781.26,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_revenue_20250630_725c6f60,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,revenue,income,20250630,unknown,2573139460.9,CNY,CNY,2573139460.9,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_revenue_20250930_18d616f2,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,revenue,income,20250930,unknown,4026030778.35,CNY,CNY,4026030778.35,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_revenue_20251231_82cef9bb,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,revenue,income,20251231,unknown,6067759091.55,CNY,CNY,6067759091.55,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_revenue_20260331_f2e6118c,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,revenue,income,20260331,unknown,1175329313.61,CNY,CNY,1175329313.61,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_total_profit_20231231_6ad85a31,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_profit,income,20231231,unknown,401473988.67,CNY,CNY,401473988.67,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_total_profit_20240331_dcbf9d5a,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_profit,income,20240331,unknown,65936640.46,CNY,CNY,65936640.46,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_total_profit_20240630_87918c23,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_profit,income,20240630,unknown,202536137.17,CNY,CNY,202536137.17,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_total_profit_20240930_3405870a,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_profit,income,20240930,unknown,393785892.21,CNY,CNY,393785892.21,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_total_profit_20241231_7c242de3,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_profit,income,20241231,unknown,510919444.6,CNY,CNY,510919444.6,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_total_profit_20250331_ac89c775,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_profit,income,20250331,unknown,56129588.75,CNY,CNY,56129588.75,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_total_profit_20250630_9e6a7315,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_profit,income,20250630,unknown,248941146.02,CNY,CNY,248941146.02,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_total_profit_20250930_642254df,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_profit,income,20250930,unknown,443915209.78,CNY,CNY,443915209.78,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_total_profit_20251231_d4ade4ae,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_profit,income,20251231,unknown,597408857.0,CNY,CNY,597408857.0,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_total_profit_20260331_ef5ef892,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_profit,income,20260331,unknown,6893272.5,CNY,CNY,6893272.5,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_total_revenue_20231231_4f154179,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_revenue,income,20231231,unknown,3528859077.13,CNY,CNY,3528859077.13,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_total_revenue_20240331_704b7e27,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_revenue,income,20240331,unknown,745644712.04,CNY,CNY,745644712.04,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_total_revenue_20240630_0078797f,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_revenue,income,20240630,unknown,1712557931.47,CNY,CNY,1712557931.47,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_total_revenue_20240930_a44243e2,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_revenue,income,20240930,unknown,2871742557.75,CNY,CNY,2871742557.75,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_total_revenue_20241231_ff087c3d,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_revenue,income,20241231,unknown,4588819487.27,CNY,CNY,4588819487.27,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_total_revenue_20250331_cff5be31,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_revenue,income,20250331,unknown,932585781.26,CNY,CNY,932585781.26,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_total_revenue_20250630_da1d2571,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_revenue,income,20250630,unknown,2573139460.9,CNY,CNY,2573139460.9,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_total_revenue_20250930_f4ccead7,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_revenue,income,20250930,unknown,4026030778.35,CNY,CNY,4026030778.35,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_total_revenue_20251231_06cd880d,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_revenue,income,20251231,unknown,6067759091.55,CNY,CNY,6067759091.55,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_total_revenue_20260331_7b46991b,ev_structured_financial_data_002837_20260713_38e6e4,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_revenue,income,20260331,unknown,1175329313.61,CNY,CNY,1175329313.61,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:39:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=38e6e4c336c2bb7892a7e5eb4f92fa2ded11fd4adc1ad1191cfd58eca8858696; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_circ_mv_20260701_793287d3,ev_structured_market_data_002837_20260713_f8cc52,tushare,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,circ_mv,daily_basic,20260701,unknown,8447913.3813,10k_CNY,CNY,8447913.3813,10k_CNY,tushare_daily_basic,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:38:34Z,Metric-only candidate generated from structured snapshot; api_params_hash=f8cc52edc51ab6c550e7caa0c1324d1d181c39a050f86f277f62102dfc1d72b6; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_circ_mv_20260702_8f1e3544,ev_structured_market_data_002837_20260713_f8cc52,tushare,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,circ_mv,daily_basic,20260702,unknown,8071470.834,10k_CNY,CNY,8071470.834,10k_CNY,tushare_daily_basic,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:38:34Z,Metric-only candidate generated from structured snapshot; api_params_hash=f8cc52edc51ab6c550e7caa0c1324d1d181c39a050f86f277f62102dfc1d72b6; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_circ_mv_20260703_799ec45b,ev_structured_market_data_002837_20260713_f8cc52,tushare,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,circ_mv,daily_basic,20260703,unknown,8074862.2083,10k_CNY,CNY,8074862.2083,10k_CNY,tushare_daily_basic,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:38:34Z,Metric-only candidate generated from structured snapshot; api_params_hash=f8cc52edc51ab6c550e7caa0c1324d1d181c39a050f86f277f62102dfc1d72b6; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_circ_mv_20260706_42f4a301,ev_structured_market_data_002837_20260713_f8cc52,tushare,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,circ_mv,daily_basic,20260706,unknown,8372172.6886,10k_CNY,CNY,8372172.6886,10k_CNY,tushare_daily_basic,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:38:34Z,Metric-only candidate generated from structured snapshot; api_params_hash=f8cc52edc51ab6c550e7caa0c1324d1d181c39a050f86f277f62102dfc1d72b6; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_circ_mv_20260707_dde6acc9,ev_structured_market_data_002837_20260713_f8cc52,tushare,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,circ_mv,daily_basic,20260707,unknown,8059035.7949,10k_CNY,CNY,8059035.7949,10k_CNY,tushare_daily_basic,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:38:34Z,Metric-only candidate generated from structured snapshot; api_params_hash=f8cc52edc51ab6c550e7caa0c1324d1d181c39a050f86f277f62102dfc1d72b6; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_circ_mv_20260708_843022d2,ev_structured_market_data_002837_20260713_f8cc52,tushare,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,circ_mv,daily_basic,20260708,unknown,8152863.8172,10k_CNY,CNY,8152863.8172,10k_CNY,tushare_daily_basic,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:38:34Z,Metric-only candidate generated from structured snapshot; api_params_hash=f8cc52edc51ab6c550e7caa0c1324d1d181c39a050f86f277f62102dfc1d72b6; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_circ_mv_20260709_e729d981,ev_structured_market_data_002837_20260713_f8cc52,tushare,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,circ_mv,daily_basic,20260709,unknown,8576785.6047,10k_CNY,CNY,8576785.6047,10k_CNY,tushare_daily_basic,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:38:34Z,Metric-only candidate generated from structured snapshot; api_params_hash=f8cc52edc51ab6c550e7caa0c1324d1d181c39a050f86f277f62102dfc1d72b6; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_circ_mv_20260710_17789f8b,ev_structured_market_data_002837_20260713_f8cc52,tushare,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,circ_mv,daily_basic,20260710,unknown,8313388.8674,10k_CNY,CNY,8313388.8674,10k_CNY,tushare_daily_basic,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:38:34Z,Metric-only candidate generated from structured snapshot; api_params_hash=f8cc52edc51ab6c550e7caa0c1324d1d181c39a050f86f277f62102dfc1d72b6; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_close_20260701_fe040d79,ev_structured_market_data_002837_20260713_f8cc52,tushare,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,close,daily_basic,20260701,unknown,74.73,CNY_per_share,CNY,74.73,CNY_per_share,tushare_daily_basic,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:38:34Z,Metric-only candidate generated from structured snapshot; api_params_hash=f8cc52edc51ab6c550e7caa0c1324d1d181c39a050f86f277f62102dfc1d72b6; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_close_20260702_87b4e957,ev_structured_market_data_002837_20260713_f8cc52,tushare,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,close,daily_basic,20260702,unknown,71.4,CNY_per_share,CNY,71.4,CNY_per_share,tushare_daily_basic,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:38:34Z,Metric-only candidate generated from structured snapshot; api_params_hash=f8cc52edc51ab6c550e7caa0c1324d1d181c39a050f86f277f62102dfc1d72b6; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_close_20260703_aea83044,ev_structured_market_data_002837_20260713_f8cc52,tushare,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,close,daily_basic,20260703,unknown,71.43,CNY_per_share,CNY,71.43,CNY_per_share,tushare_daily_basic,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:38:34Z,Metric-only candidate generated from structured snapshot; api_params_hash=f8cc52edc51ab6c550e7caa0c1324d1d181c39a050f86f277f62102dfc1d72b6; not business exposure evidence. unit normalized from source field semantics without value rescaling.
metric_company_cn_002837_invic_close_20260706_977ae171,ev_structured_market_data_002837_20260713_f8cc52,tushare,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,close,daily_basic,20260706,unknown,74.06,CNY_per_share,CNY,74.06,CNY_per_share,tushare_daily_basic,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-12T17:38:34Z,Metric-only candidate generated from structured snapshot; api_params_hash=f8cc52edc51ab6c550e7caa0c1324d1d181c39a050f86f277f62102dfc1d72b6; not business exposure evidence. unit normalized from source field semantics without value rescaling.
