metric_candidate_id,source_evidence_id,source_name,source_type,entity_type,entity_id,segment_id,company_id,stock_code,metric_name,metric_category,period,period_type,value,unit,currency,original_value_text,original_unit_text,table_id,page_no_or_section,calculation_method,is_estimate,is_reported,confidence,review_status,promote_to_metric_id,created_at,notes
metric_income_002837_20241231_n_income_2ff21c57,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,n_income,income,20241231,unknown,454120286.8,CNY,,454120286.8,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20241231_n_income_attr_p_3e84928b,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,n_income_attr_p,income,20241231,unknown,452664369.42,CNY,,452664369.42,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20241231_basic_eps_15203b56,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,basic_eps,income,20241231,unknown,0.61,CNY,,0.61,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20241231_diluted_eps_eec39735,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,diluted_eps,income,20241231,unknown,0.61,CNY,,0.61,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20240930_total_revenue_71120a6a,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_revenue,income,20240930,unknown,2871742557.75,CNY,,2871742557.75,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20240930_revenue_ad8ecf00,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,revenue,income,20240930,unknown,2871742557.75,CNY,,2871742557.75,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20240930_operate_profit_19c793c1,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,operate_profit,income,20240930,unknown,388843307.09,CNY,,388843307.09,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20240930_total_profit_c9095fa6,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_profit,income,20240930,unknown,393785892.21,CNY,,393785892.21,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20240930_n_income_a9281354,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,n_income,income,20240930,unknown,351855406.01,CNY,,351855406.01,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20240930_n_income_attr_p_23cd75a1,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,n_income_attr_p,income,20240930,unknown,352755913.7,CNY,,352755913.7,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20240930_basic_eps_ed723d5a,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,basic_eps,income,20240930,unknown,0.48,CNY,,0.48,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20240930_diluted_eps_265d91ae,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,diluted_eps,income,20240930,unknown,0.48,CNY,,0.48,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20240630_total_revenue_fe346837,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_revenue,income,20240630,unknown,1712557931.47,CNY,,1712557931.47,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20240630_revenue_197484f5,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,revenue,income,20240630,unknown,1712557931.47,CNY,,1712557931.47,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20240630_operate_profit_4330bbce,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,operate_profit,income,20240630,unknown,199058022.15,CNY,,199058022.15,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20240630_total_profit_f967ac33,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_profit,income,20240630,unknown,202536137.17,CNY,,202536137.17,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20240630_n_income_026eb974,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,n_income,income,20240630,unknown,183274959.26,CNY,,183274959.26,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20240630_n_income_attr_p_a5730e8d,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,n_income_attr_p,income,20240630,unknown,183466097.22,CNY,,183466097.22,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20240630_basic_eps_3401483b,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,basic_eps,income,20240630,unknown,0.25,CNY,,0.25,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20240630_diluted_eps_68e46931,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,diluted_eps,income,20240630,unknown,0.25,CNY,,0.25,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20240331_total_revenue_b3ecd983,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_revenue,income,20240331,unknown,745644712.04,CNY,,745644712.04,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20240331_revenue_3c76bf61,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,revenue,income,20240331,unknown,745644712.04,CNY,,745644712.04,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20240331_operate_profit_86684f13,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,operate_profit,income,20240331,unknown,63758827.36,CNY,,63758827.36,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20240331_total_profit_d7aba7aa,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_profit,income,20240331,unknown,65936640.46,CNY,,65936640.46,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20240331_n_income_ab8ffde0,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,n_income,income,20240331,unknown,61570555.24,CNY,,61570555.24,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20240331_n_income_attr_p_48209d8d,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,n_income_attr_p,income,20240331,unknown,61975220.35,CNY,,61975220.35,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20240331_basic_eps_6ce030b6,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,basic_eps,income,20240331,unknown,0.11,CNY,,0.11,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20240331_diluted_eps_70d5574f,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,diluted_eps,income,20240331,unknown,0.11,CNY,,0.11,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20231231_total_revenue_7031dcb0,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_revenue,income,20231231,unknown,3528859077.13,CNY,,3528859077.13,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20231231_revenue_863e2088,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,revenue,income,20231231,unknown,3528859077.13,CNY,,3528859077.13,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20231231_operate_profit_ce8d3281,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,operate_profit,income,20231231,unknown,396030725.97,CNY,,396030725.97,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20231231_total_profit_649c1bf8,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_profit,income,20231231,unknown,401473988.67,CNY,,401473988.67,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20231231_n_income_353f6685,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,n_income,income,20231231,unknown,348748744.38,CNY,,348748744.38,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20231231_n_income_attr_p_1aabac67,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,n_income_attr_p,income,20231231,unknown,344006335.07,CNY,,344006335.07,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20231231_basic_eps_68dd07fe,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,basic_eps,income,20231231,unknown,0.61,CNY,,0.61,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_income_002837_20231231_diluted_eps_342b2145,ev_structured_financial_data_002837_20260701_89213a,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,diluted_eps,income,20231231,unknown,0.61,CNY,,0.61,CNY,local_tushare_fixture_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:18Z,Metric-only candidate generated from structured snapshot; api_params_hash=89213a966157f54a99fb9c7a56582424d1e66d7d9c39990d049c80f5e508f1aa; not business exposure evidence.
metric_balancesheet_002837_20260331_total_assets_5004e393,ev_structured_financial_data_002837_20260701_bad80e,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_assets,balancesheet,20260331,unknown,7761763222.65,CNY,,7761763222.65,CNY,local_tushare_fixture_balancesheet,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:19Z,Metric-only candidate generated from structured snapshot; api_params_hash=bad80e49816d54894606959b0971d7e4ba9815dbce8701d4861d46de072c91a2; not business exposure evidence.
metric_balancesheet_002837_20260331_total_liab_dfb24aae,ev_structured_financial_data_002837_20260701_bad80e,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_liab,balancesheet,20260331,unknown,4277389028.88,CNY,,4277389028.88,CNY,local_tushare_fixture_balancesheet,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:19Z,Metric-only candidate generated from structured snapshot; api_params_hash=bad80e49816d54894606959b0971d7e4ba9815dbce8701d4861d46de072c91a2; not business exposure evidence.
metric_balancesheet_002837_20260331_total_hldr_eqy_exc_min_int_eef05a94,ev_structured_financial_data_002837_20260701_bad80e,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_hldr_eqy_exc_min_int,balancesheet,20260331,unknown,3461780265.25,CNY,,3461780265.25,CNY,local_tushare_fixture_balancesheet,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:19Z,Metric-only candidate generated from structured snapshot; api_params_hash=bad80e49816d54894606959b0971d7e4ba9815dbce8701d4861d46de072c91a2; not business exposure evidence.
metric_balancesheet_002837_20260331_inventories_257cfb52,ev_structured_financial_data_002837_20260701_bad80e,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,inventories,balancesheet,20260331,unknown,1181981088.85,CNY,,1181981088.85,CNY,local_tushare_fixture_balancesheet,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:19Z,Metric-only candidate generated from structured snapshot; api_params_hash=bad80e49816d54894606959b0971d7e4ba9815dbce8701d4861d46de072c91a2; not business exposure evidence.
metric_balancesheet_002837_20260331_accounts_receiv_a9c49f95,ev_structured_financial_data_002837_20260701_bad80e,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,accounts_receiv,balancesheet,20260331,unknown,3060887771.01,CNY,,3060887771.01,CNY,local_tushare_fixture_balancesheet,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:19Z,Metric-only candidate generated from structured snapshot; api_params_hash=bad80e49816d54894606959b0971d7e4ba9815dbce8701d4861d46de072c91a2; not business exposure evidence.
metric_balancesheet_002837_20251231_total_assets_0860a5c3,ev_structured_financial_data_002837_20260701_bad80e,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_assets,balancesheet,20251231,unknown,7747255663.66,CNY,,7747255663.66,CNY,local_tushare_fixture_balancesheet,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:19Z,Metric-only candidate generated from structured snapshot; api_params_hash=bad80e49816d54894606959b0971d7e4ba9815dbce8701d4861d46de072c91a2; not business exposure evidence.
metric_balancesheet_002837_20251231_total_liab_c490a7b6,ev_structured_financial_data_002837_20260701_bad80e,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_liab,balancesheet,20251231,unknown,4284524186.17,CNY,,4284524186.17,CNY,local_tushare_fixture_balancesheet,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:19Z,Metric-only candidate generated from structured snapshot; api_params_hash=bad80e49816d54894606959b0971d7e4ba9815dbce8701d4861d46de072c91a2; not business exposure evidence.
metric_balancesheet_002837_20251231_total_hldr_eqy_exc_min_int_dbfc38ad,ev_structured_financial_data_002837_20260701_bad80e,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_hldr_eqy_exc_min_int,balancesheet,20251231,unknown,3445641008.79,CNY,,3445641008.79,CNY,local_tushare_fixture_balancesheet,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:19Z,Metric-only candidate generated from structured snapshot; api_params_hash=bad80e49816d54894606959b0971d7e4ba9815dbce8701d4861d46de072c91a2; not business exposure evidence.
metric_balancesheet_002837_20251231_inventories_a735b22c,ev_structured_financial_data_002837_20260701_bad80e,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,inventories,balancesheet,20251231,unknown,983397026.13,CNY,,983397026.13,CNY,local_tushare_fixture_balancesheet,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:19Z,Metric-only candidate generated from structured snapshot; api_params_hash=bad80e49816d54894606959b0971d7e4ba9815dbce8701d4861d46de072c91a2; not business exposure evidence.
metric_balancesheet_002837_20251231_accounts_receiv_0fa1f676,ev_structured_financial_data_002837_20260701_bad80e,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,accounts_receiv,balancesheet,20251231,unknown,3053959547.65,CNY,,3053959547.65,CNY,local_tushare_fixture_balancesheet,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:19Z,Metric-only candidate generated from structured snapshot; api_params_hash=bad80e49816d54894606959b0971d7e4ba9815dbce8701d4861d46de072c91a2; not business exposure evidence.
metric_balancesheet_002837_20250930_total_assets_16373787,ev_structured_financial_data_002837_20260701_bad80e,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_assets,balancesheet,20250930,unknown,7210891358.49,CNY,,7210891358.49,CNY,local_tushare_fixture_balancesheet,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:19Z,Metric-only candidate generated from structured snapshot; api_params_hash=bad80e49816d54894606959b0971d7e4ba9815dbce8701d4861d46de072c91a2; not business exposure evidence.
metric_balancesheet_002837_20250930_total_liab_22779d33,ev_structured_financial_data_002837_20260701_bad80e,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_liab,balancesheet,20250930,unknown,3886929533.05,CNY,,3886929533.05,CNY,local_tushare_fixture_balancesheet,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:19Z,Metric-only candidate generated from structured snapshot; api_params_hash=bad80e49816d54894606959b0971d7e4ba9815dbce8701d4861d46de072c91a2; not business exposure evidence.
metric_balancesheet_002837_20250930_total_hldr_eqy_exc_min_int_1c2f6f93,ev_structured_financial_data_002837_20260701_bad80e,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_hldr_eqy_exc_min_int,balancesheet,20250930,unknown,3313055700.5,CNY,,3313055700.5,CNY,local_tushare_fixture_balancesheet,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:19Z,Metric-only candidate generated from structured snapshot; api_params_hash=bad80e49816d54894606959b0971d7e4ba9815dbce8701d4861d46de072c91a2; not business exposure evidence.
metric_balancesheet_002837_20250930_inventories_89072b4b,ev_structured_financial_data_002837_20260701_bad80e,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,inventories,balancesheet,20250930,unknown,1232103430.49,CNY,,1232103430.49,CNY,local_tushare_fixture_balancesheet,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:19Z,Metric-only candidate generated from structured snapshot; api_params_hash=bad80e49816d54894606959b0971d7e4ba9815dbce8701d4861d46de072c91a2; not business exposure evidence.
metric_balancesheet_002837_20250930_accounts_receiv_981cda1d,ev_structured_financial_data_002837_20260701_bad80e,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,accounts_receiv,balancesheet,20250930,unknown,2578539613.76,CNY,,2578539613.76,CNY,local_tushare_fixture_balancesheet,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:19Z,Metric-only candidate generated from structured snapshot; api_params_hash=bad80e49816d54894606959b0971d7e4ba9815dbce8701d4861d46de072c91a2; not business exposure evidence.
metric_balancesheet_002837_20250630_total_assets_093b3758,ev_structured_financial_data_002837_20260701_bad80e,local_tushare_fixture,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_assets,balancesheet,20250630,unknown,6875618140.1,CNY,,6875618140.1,CNY,local_tushare_fixture_balancesheet,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-02T16:41:19Z,Metric-only candidate generated from structured snapshot; api_params_hash=bad80e49816d54894606959b0971d7e4ba9815dbce8701d4861d46de072c91a2; not business exposure evidence.
